company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
iappraisal,2020-01-01,https://www.independentamc.com,"Austin, Texas, United States","Other, Real Estate","Commercial, Property Management, Residential",615201.0,"iappraisal offers services for loan officers, guidance for appraisers, conclusive technical reviews, and automated valuation report services. They provide residential appraisal services that are convenient for lenders and appraisers. They respond to customer inquiries by phone and email.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,41910,False,False
Chi Dog,2018-09-01,https://www.chidog.com,"Claremont, California, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Other, Transportation","E-Commerce, Food Delivery, Health Care, Nutrition, Pet, Subscription Service, Veterinary",137047.0,"Chi Dog crafts therapeutic meals for dogs using the principles of Eastern Medicine’s Whole food therapy.  Chi Dog is nutritionally balanced for all life stages, 100% human grade USDA Ingredients, preservative free and veterinarian recommended… delivered to your door.",1-10,1.0,Seed,2021-06-11,250000.0,Seed,250000.0,1.0,1-10,Private,,,0.0,1.0,,0,5,2018,17166,False,False
Clevare Healthcare,2021-01-01,https://www.clevare.com,"Seattle, Washington, United States","Apps, Health Care, Mobile, Software","Health Care, Medical, Mobile Apps",1830917.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,68614,False,False
AppointmentThing,2020-01-01,https://appointmentthing.com/,"California, Kentucky, United States","Apps, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Software","Apps, Business Intelligence, Email, Productivity Tools, Software",815137.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,47664,False,False
Story Legacy,2021-08-11,https://storylegacy.us,"Fair Haven, New Jersey, United States","Apps, Software",Apps,1474569.0,"Story Legacy is a storytelling company that celebrates the uniqueness of every family. Through our one-of-a-kind video recording sessions, we help you capture the stories, smiles, and laughter that make your family…your family.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,61575,False,False
ZIRO,2019-01-22,https://www.rideziro.com,"San Francisco, California, United States","Advertising, Apps, Internet Services, Mobile, Software, Transportation, Travel and Tourism","Advertising Platforms, Automotive, Consumer Applications, Internet, Mobile Apps, Ride Sharing, Software, Travel",189946.0,"25% cheaper. 100% better. ZIRO is ride-sharing as it should be. ZIRO is the first socially responsible ride-sharing company dedicated to treating drivers fairly, charging riders less, and preserving the planet. With ZIRO, drivers keep 100% of what they earn and riders save 25% of what they spend. Simply put, ZIRO is the smarter, safer, cheaper, and greener alternative to all other archaic ride-sharing companies. Download (Riders): onelink.to/fruv3k  |  Download (Drivers): onelink.to/5475uf",11-50,2.0,Seed,2019-09-17,0.0,Seed,0.0,2.0,11-50,Private,,,,,,2,5,2019,21369,False,False
Label Your Data,2019-01-01,https://labelyourdata.com/,"Wilmington, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Computer Vision, Machine Learning",431280.0,"Label Your Data is your trusted partner in the AI world. We offer top-quality labeling services catering to various industries, such as Automotive, Robotics, Fintech, Healthcare, E-commerce, Manufacturing, and Insurance. Our commitment to data security is evident in our certification with PCI DSS (level 1) and ISO:27001, and compliance with GDPR, CCPA, and HIPAA regulations. With over 500 specialists who speak 55 languages, we can carry out enterprise and R&D projects effectively and accurately. Our range of services includes Computer Vision and NLP annotation, and data processing.",501-1000,0.0,,,0.0,,0.0,1.0,501-1000,Private,,,,,,6,5,2019,35240,False,False
Senwell Senior Investment Advisor,2019-01-01,https://senwelladvisors.com,"Toledo, Ohio, United States","Financial Services, Media and Entertainment, Other","Advice, Financial Services, Professional Services",2618295.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,84131,False,False
Luna Veterinary Care,2022-01-01,https://www.lunavetcare.com/,"Phoenix, Arizona, United States","Community and Lifestyle, Health Care","Health Care, Pet, Veterinary",271705.0,"Luna Veterinary Care provides at-home pet euthanasia veterinary hospice, and cremation services.",1-10,1.0,Seed,2022-07-11,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,2,2022,27129,False,False
Avenue Health,2019-01-01,https://www.avenue.healthcare,"Long Beach, California, United States","Apps, Health Care, Information Technology, Mobile, Software","Health Care, Information Technology, Medical, mHealth, Mobile Apps",306293.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,29084,False,False
Nfluence Group,2019-01-01,https://www.nfluencegroup.com/,"Seattle, Washington, United States","Design, Internet Services, Sales and Marketing, Software","Digital Marketing, SEO, Web Design, Web Development",2017318.0,Nfluence Group creates and manages responsive websites that shine on mobile. They optimize websites with SEO and offer a dashboard for their clients. They provide social media management and digital advertising on all major platforms. They support small and medium-sized businesses with an experienced technical team. Their services are scalable and integrated supporting the small office with DIY web and social media management tools through a more established business requiring a managed online solution.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,71553,False,False
Reneva,2019-01-01,https://www.renevworld.com/,"Montclair, New Jersey, United States",Food and Beverage,Food and Beverage,175438.0,,11-50,1.0,Seed,2020-08-10,400000.0,Seed,400000.0,1.0,11-50,Private,,,0.0,4.0,,0,5,2019,20293,False,False
Seward Capital,2018-06-01,https://sewardcapital.com,"Charlotte, North Carolina, United States",Financial Services,"Financial Services, FinTech",891309.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,49663,False,False
Fractoto,2020-02-05,https://www.fractoto.com/,"San Jose, California, United States",Health Care,Health Care,2230260.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,77746,False,False
Humanidei & O'Rourke,2019-01-01,https://orourkeconsult.com/,"Ontario, California, United States","Education, Professional Services","Consulting, Corporate Training, Outsourcing, Recruiting",596918.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,41311,False,False
Atheena Inc.,2020-01-01,https://atheena.io,"Austin, Texas, United States",Financial Services,"Financial Services, FinTech, Wealth Management",2196784.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,74899,False,False
DBM strategies,2019-01-01,https://dbmstrategies.com/,"Shelburne, Vermont, United States","Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications","Messaging, Social Media, VoIP",2412662.0,"DBM strategies builds and implements grassroots, digital advocacy campaign, and organization to reach the intended audience. They offer email campaigns, social media, talking points media prep, crisis communications, public affairs, messaging content creation, communication strategy, and PR services.  The company's contact modes are mail, phone, and physical address.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,79569,False,False
Mindset Spaces,2019-01-01,https://mindsetspaces.com,"New York, New York, United States",Health Care,"Health Care, Medical, Mental Health, Therapeutics, Wellness",606975.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,41632,False,False
NewStar Asset Management,2021-01-01,https://www.newstar-am.com,"Atlanta, Georgia, United States",Real Estate,Real Estate,1139324.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,54983,False,False
Bellwood Labs,2021-01-01,https://bellwood.io/,"Atlanta, Georgia, United States",Software,Software,182019.0,"Bellwood Labs is a business-savvy, problem-solving team of developers, marketers, and entrepreneurs that companies turn to when they want to take a software product from concept to creation and beyond.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,20777,False,False
Fittly,2020-01-01,https://fittly.com,"New York, New York, United States","Administrative Services, Professional Services, Sports","Fitness, Recruiting, Staffing Agency",1266036.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,57760,False,False
Neon16,2019-01-01,https://www.neon16.co,"Miami, Florida, United States","Internet Services, Media and Entertainment, Music and Audio","Media and Entertainment, Music, Music Streaming",583387.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,3.0,,6,5,2019,40856,False,False
Socialays,2020-11-20,https://socialays.com,"San Francisco, California, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Internet, Marketing, Social Media, Software",120499.0,"Socialays is an artificial intelligence-based social media assistant and management platform for marketers, influencers, and enterprises. Socialays reads your comments in a second, categorizes them, and takes instant actions.",1-10,1.0,Seed,2021-11-12,500000.0,Seed,500000.0,1.0,1-10,Private,,,,,,0,3,2020,15520,False,False
Talka,2020-01-01,https://www.talka.ai/,"San Francisco, California, United States","Hardware, Information Technology, Media and Entertainment, Software, Video","Information Technology, Software, Telecommunications, Video",211102.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,4,2020,22963,False,False
Shaw Real Estate,2019-01-01,https://shawrealestate.com,"Pearland, Texas, United States",Real Estate,"Property Management, Real Estate, Residential",1681520.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,66886,False,False
MARUX™,2019-01-01,https://www.marux.co/,"Detroit, Michigan, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software",1265941.0,We envision MARUX™ as the default interface application for all emergency medical professionals for addressing patient diagnostics and vitals.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,57762,False,False
i2Vision,2020-01-01,https://i2vision.com,"San Diego, California, United States","Events, Health Care, Media and Entertainment, Sales and Marketing","Brand Marketing, Content, Digital Marketing, Event Management, Medical",465905.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,36613,False,False
Patter,2020-02-27,https://patter.com,"Tucson, Arizona, United States",Software,Software,355152.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,31745,False,False
Serial Scaling,2019-01-01,https://serialscaling.com,"Brooklyn, New York, United States","Advertising, Internet Services, Sales and Marketing","Advertising, Content Marketing, Marketing, SEO",602752.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,41506,False,False
DNAMonk Inc,2020-09-01,https://dnamonk.com,"Daly City, California, United States","Financial Services, Information Technology, Internet Services, Other, Professional Services","Business Information Systems, Consulting, Domain Registrar, Financial Services, Service Industry",2253198.0,"DNAMonk makes incorporation easy and sets up founders for investment and growth. Everything You Need to Create Your Startup and Raising Capital for non US Resident founders With powerful tools and true compassion. We’re here to support you throughout your journey so it’s less stressful, and more successful.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,77382,False,False
