company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Lasso Analytics,2019-01-01,https://getlasso.co/,"Hoboken, New Jersey, United States","Advertising, Information Technology, Sales and Marketing, Software","Affiliate Marketing, Information Technology, Marketing, Software",272710.0,Lasso Analytics is an information technology business that creates software for affiliate marketers and their management services. The entire affiliate link inventory would be under complete control of their affiliate marketing tool. They desired a device that was multifunctional. Something that even the companies involved desire to own.,11-50,1.0,Seed,2021-04-26,,Pre-Seed,,2.0,11-50,Private,,,,,,2,2019,27194,False,False
Vita Group,2021-01-01,https://www.vitagroup.io,"Minneapolis, Minnesota, United States","Design, Health Care","Health Care, Medical Device, Product Design",389573.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,33378,False,False
Planted Detroit,2018-01-01,https://planteddetroit.com/,"Detroit, Michigan, United States","Agriculture and Farming, Food and Beverage, Health Care","Agriculture, Farming, Food and Beverage, Nutrition",360467.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,31998,False,False
Gaudium Capital,2018-01-01,https://www.gaudiumcapital.com/,"Seattle, Washington, United States","Financial Services, Lending and Investments, Professional Services","Consulting, Financial Services, Venture Capital",564549.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,40228,False,False
datatruck,2022-09-14,https://www.datatruck.io/,"Irving, Texas, United States","Data and Analytics, Software","Analytics, SaaS, Software",214076.0,datatruck is a workforce automation platform for trucking companies with a focus on actionable data insights for business owners. Our Generative AI called TruckGPT can eliminate manual work involved in the workflow and improve efficiency. It is truly powerful ERP for trucking companies and first Transportation Management System to utilize ChatGPT powers.,11-50,1.0,Seed,2022-09-18,,Pre-Seed,,1.0,11-50,Private,,,0.0,0.0,,2,2022,23192,False,False
National Software Technologies,2021-01-01,https://nationalsofttech.com,"Chantilly, Virginia, United States","Information Technology, Internet Services, Software","Cloud Computing, Information Technology, Software, Web Development",1072288.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,53246,False,False
Accelarise Media,2021-09-17,http://www.accelarisemedia.com,"Charleston, South Carolina, United States","Media and Entertainment, Video","Content, Content Creators, Film Production, Media and Entertainment, TV Production",299562.0,"Accelarise Media is a bold, new entertainment company that is dedicated to producing and creating movies, TV shows and documentaries that help people live a full, thriving life. It uses an innovative, structured finance fund to launch new productions and co-productions. Proprietary data and AI tools provide a deep, unprecedented understanding of target audiences and markets.",1-10,,,,,,,4.0,1-10,Private,,,,,,6,2021,28723,False,False
Brie,2020-01-01,https://www.brie.co/,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Hardware, Internet Services, Other, Social Impact, Software, Sustainability","Charity, Consumer Goods, E-Commerce Platforms, Fashion, Marketplace, Retail, Retail Technology, Shopping, Sustainability",427059.0,"Brie is a donation-based secondhand marketplace offering a seamless 2-hour pickup service and access to 1.5 million charities, redefining convenience in decluttering and sustainable giving.",1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2020,35054,False,False
BackBeat Technologies,2018-01-01,https://getbackbeat.com/,"Detroit, Michigan, United States","Media and Entertainment, Music and Audio","Music, Musical Instruments",1332936.0,,1-10,1.0,Seed,2019-12-23,,Pre-Seed,,,1-10,Private,,,,,,2,2018,59601,False,False
Faction,2019-01-01,https://www.thinkfaction.com/,"Alpharetta, Georgia, United States","Professional Services, Software","IaaS, Management Consulting, Software",2090597.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,73453,False,False
The Human Factor,2019-01-01,https://www.humanfactordesign.co,"Long Island City, New York, United States","Design, Professional Services","Consulting, Management Consulting, Product Design",3096100.0,"The Human Factor provides experience strategy, purpose ledbrand strategy, venture design, sustainability, human centered innovation, sustainable strategies, creative innovation, lean systems, and storytelling services.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,90596,False,False
Medcurio,2019-01-01,https://www.medcurio.com/,"Oakland, California, United States","Health Care, Software","Health Care, Software",224994.0,"Medcurio develops software and online tools to help digitization of healthcare processes. It offers various solutions for accessing data, serving clients, and making platform for the healthcare industry. Medcurio is based in Oakland, California.",1-10,1.0,Seed,2019-02-01,,Seed,,,1-10,Private,,,,,,2,2019,24032,False,False
The Right Way,2019-01-01,https://trw.nyc,"New York, New York, United States","Data and Analytics, Design, Internet Services, Professional Services","Consulting, Internet, Market Research",1909599.0,"The Right Way provides market research, business analysis, strategy, to training and marketing advisory",11-50,,,,,,,,11-50,Private,,,,,,6,2019,70174,False,False
Prosidio,2020-01-01,http://www.prosidio.com,"Purchase, New York, United States","Health Care, Manufacturing","Health Care, Manufacturing, Medical Device",1076152.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,53347,False,False
MedEd TV,2018-11-01,http://meded.tv,"Chicago, Illinois, United States","Health Care, Media and Entertainment, Video","Health Care, Medical, TV Production",1922962.0,Medical Video Done better,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,69927,False,False
All Star Press,2018-01-01,https://www.allstarpresschicago.com,"Chicago, Illinois, United States","Commerce and Shopping, Content and Publishing, Design, Media and Entertainment, Sports","Printing, Product Design, Sports, Wholesale",1812411.0,"All Star Press is a design and print company. They focus on edition artist prints emphasis on sports, culture, film, and concert posters. Their sports services are official white sox t-shirts, official bulls box, official bulls posters, air jordans prints, jersey prints, baseball, basketball, boxing, football, hockey, and soccer. Their services include screen printing, curating, giclee printing, design, murals, illustration, street art, and contemporary art.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,68934,False,False
Inside Out Express Car Wash,2018-01-01,https://insideoutexpresscarwash.com/,"Washington, District of Columbia, United States","Administrative Services, Other, Professional Services, Sustainability","CleanTech, Customer Service, Housekeeping Service",2537388.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,82272,False,False
Aureate Capital,2021-01-01,https://www.aureatesf.com/,"San Francisco, California, United States","Biotechnology, Financial Services, Lending and Investments, Science and Engineering","Angel Investment, Biotechnology, Financial Services, FinTech",599268.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,41396,False,False
B.S. & Co.,2020-01-01,https://bsand-co.com,"Portland, Oregon, United States","Advertising, Sales and Marketing, Software","Advertising, Digital Marketing, Web Development",1551433.0,"B.S. & Co. provides marketing services, web development services, lead generation, email marketing, CRM, public relations, social media management, graphic design, digital advertising, event coordination, digital and traditional marketing campaigns, interactive technology services, communications, and strategic planning. They also provide representation services for influential creators, performers, athletes, and their brands.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,63189,False,False
Tail and Skew,2023-04-01,http://tailskew.com,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning",311687.0,Tail & Skew builds an AI agent to automate tasks.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2023,29413,False,False
tounca,2021-05-24,https://www.tounca.com/,"Dover, Delaware, United States","Administrative Services, Commerce and Shopping, Internet Services, Other, Software","E-Commerce, Internet, Marketplace, Professional Services, Project Management, SaaS",158452.0,"Tounca provides unique global online Project Marketplace for Business Solutions. Tounca Platform is the point of connection for all businesses who need some business solution and experts all around the world, both companies and individuals. Tounca also provides PMaaS (Project Management as a Service) starting with this tool for its own platform, but now ready to offer to the broad market, significantly decreasing the cost of managing projects. Primary goal for their existing is democratization of Business Software services. They would like to think that every business in the world deserves an opportunity to have and use business solution applicable to their requirements and to be in situation to provide unlimited growth for their business. Tounca also wants to provide better environment for experts all around the world to be appreciated based only on their knowledge and experience, but not based on where they are located or on some other biases. This is about business, but about global communities as well. Tounca, Inc. is an incorporated, bootstrapped company, meaning it operates on its own profits without external investors up to date. Company is new but built on strong and long-term expertise. Tounca is classified as an internet company that focuses on providing business solutions using online project marketplace model.",1-10,1.0,Seed,2021-09-02,116000.0,Pre-Seed,116000.0,2.0,1-10,Private,,,,,,0,2021,18967,False,False
Accord Care Community,2019-01-01,https://accordcc.com,"Orrville, Ohio, United States",Health Care,"Health Care, Hospital, Rehabilitation, Therapeutics",2630632.0,"Accord Care Community provides hydration, nutritional, and antibiotic therapy, wound management, pressure ulcers, skin infections,  pharmacy psychiatric, podiatry, dental care, ophthalmology, optometry, x-ray, and laboratory services.",101-250,,,,,,,,101-250,Private,,,,,,6,2019,83922,False,False
