company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Networking Bizz,2023-01-01,https://networkingbizz.com,"Pasadena, California, United States","Community and Lifestyle, Internet Services, Media and Entertainment","Private Social Networking, Social Media, Social Network",373934.0,,251-500,,,,,,,,251-500,Private,,,,,,6,2023,32650,False,False
Lunar Distribution,2020-01-01,https://www.lunardistribution.com,"New Haven, Indiana, United States","Other, Professional Services",Customer Service,849174.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,48584,False,False
Windermere Heritage,2021-01-01,https://windermereheritage.com,"Salem, Oregon, United States","Other, Real Estate","Peer to Peer, Real Estate, Residential",2884940.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,87848,False,False
ModernLTV,2022-01-05,https://www.modernltv.com,"New York, New York, United States","Financial Services, Software","Financial Services, FinTech, SaaS",206993.0,"10%+ of annual subscription revenue is lost to unnecessary customer churn. Increased cost of living, zero switching costs, and a lack of predictive insights make it harder than ever to combat churn. Introducing ModernLTV, a no-code retention platform for consumer billers (mobile, cable/tv, insurance) and subscription businesses (streaming, health & wellness, eLearning). Powered by proprietary Retention Intelligence and purpose-built for marketers, Modern delivers real-time predictive insights and automated workflows to combat churn and maximize LTV — all with zero engineering. Launch a FREE test drive in just minutes and get a complimentary Retention Health Check. Start reducing churn today www.modernltv.com/get-started",1-10,1.0,Seed,2022-06-06,,Pre-Seed,,,1-10,Private,,,0.0,4.0,,2,2022,22675,False,False
AirDeed,2022-02-01,https://www.airdeed.com,"Jacksonville, Florida, United States","Financial Services, Real Estate, Travel and Tourism","Real Estate, Real Estate Investment, Vacation Rental",781302.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,46756,False,False
Shoe Palace,2019-01-01,https://www.shoepalace.com/,"Morgan Hill, California, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Other, Professional Services","Apparel, Customer Service, Fashion, Retail, Shoes",216038.0,"Shoe Palace is one of the most-trusted athletic footwear and apparel retail chains in the United States. Shoe Palace was built on a strong belief that amazing buyer service, above all else, is the most important reason why any business flourishes. Shoe Palace prides itself on offering its customers the Ultimate Experience when it comes to their shoe and apparel shopping. Our locations, staff, and products are all the very best imaginable. Shoe Palace carries only elite shoe and apparel brands. Our chic and loyal clientele reflects that commitment to retail excellence.",1001-5000,,M&A,,,,,1.0,1001-5000,Private,,,,,,5,2019,23344,False,False
Kitchen Automatique,2022-04-01,https://kitchenautomatique.com,"Austin, Texas, United States","Consumer Electronics, Food and Beverage, Hardware, Health Care, Real Estate, Science and Engineering, Software","Food and Beverage, Home Health Care, Robotics, Smart Home",113524.0,"Kitchen Automatique is on a mission to nourish humanity through intelligent culinary tools. Vision Infinity Cooktop is the first countertop smart induction stove with precise heating, interactive recipes and more. Welcome to the era of advanced cooking made for everyone.",1-10,2.0,Seed,2023-04-01,120000.0,Angel,160000.0,1.0,1-10,Private,,,,,,0,2022,14791,False,False
Chargie,2019-01-01,https://chargie.com/,"Culver City, California, United States","Energy, Manufacturing, Other, Transportation","Battery, Charging Infrastructure, Commercial, Electric Vehicle, Energy, Manufacturing",163405.0,,51-100,,,,,,,,51-100,Private,,,0.0,6.0,,6,2019,19349,False,False
Scoop by Spot,2019-07-17,https://scoopbyspot.com/,"New York, New York, United States","Food and Beverage, Manufacturing","Food and Beverage, Manufacturing",1440014.0,"Our cool desserts have been delighting New Yorkers at all Spot Dessert Bar locations for more than 10 years, and we are proud to now offer local delivery and nationwide shipping on each of our one-of-a-kind ice cream flavors. Taste the frozen combinations you can only find in New York City, from our Spot to your spot, one Scoop at a time.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,60644,False,False
Telehealth Suite,2019-01-01,https://telehealthsuite.com,"Canonsburg, Pennsylvania, United States",Health Care,"Health Care, Medical, Wellness",2263791.0,"Telehealth Suite offers telehealth technology to deliver coordinated and accessible services, top-notch remote health, wellness, and monitoring services. This initiative aims to improve health quality while lowering the overall cost of care by reducing health disparities, managing chronic diseases, minimizing ER visits, hospital admissions, and readmissions, and managing chronic diseases.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,77205,False,False
"Lisi Global, Inc.",2018-08-14,http://www.lisiglobal.com,"Richland, Washington, United States","Agriculture and Farming, Sustainability","Agriculture, AgTech, Farming, Sustainability",97066.0,"Lisi (“Lee-See”) Global is an early stage ag-tech company developing and deploying their proven electronic technology to mitigate the costly impact of harmful soil pests and pathogens in agriculture. The Company's technology will provide solutions for growers who are without effective methods of control for nematodes, soil insects, and fungal pathogens that feed on plants and reduce crop yields.",1-10,1.0,Seed,2021-08-01,1500000.0,Seed,1500000.0,2.0,1-10,Private,,,4.0,0.0,Agriculture; Forestry; Animal Husbandry; Hunting; Trapping; Fishing,0,2018,12950,False,False
Orca Mobility,2019-10-10,http://orcamobility.com,"Seattle, Washington, United States","Manufacturing, Science and Engineering, Transportation","Automotive, Autonomous Vehicles, Industrial Automation, Last Mile Transportation, Logistics, Shipping, Supply Chain Management, Transportation",261539.0,"Orca Mobility is sending 10 million fat, empty, slow, diesel-chuffing box trucks to an early grave with a new generation of agile autonomous cargo vehicles, adding resiliency to supply chains and delivering the goods faster and cheaper than any alternative.",1-10,,,,,,,1.0,1-10,Private,,,0.0,0.0,,6,2019,26493,False,False
Thought Vector,2018-01-01,https://www.thoughtvector.io,"Seattle, Washington, United States","Apps, Data and Analytics, Information Technology, Software","Business Intelligence, Information Technology, Web Apps",2461186.0,"Thought Vector offers a topic auto-tagging feature that can automatically detect and count any topic that can tag in text. Their application uses auto-tagging text topics, lower feedback categorization costs, stack rank problems by impact, monitors known problems, and ensure resolution. They also offer feedback analysis, social listening, powering products, text tagging, fork topics, and more.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,80346,False,False
212 Payments,2022-01-01,http://212-payments.com,"Austin, Texas, United States","Financial Services, Payments","Finance, Financial Services, Payments",1527150.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,63686,False,False
Magnolia Family Dental,2018-01-01,https://ceresdentist.com,"Ceres, California, United States",Health Care,"Dental, Health Care, Hospital",2679886.0,"Magnolia Family Dental is committed to offering the greatest quality dental care in a friendly, caring environment. They are delighted to serve our patients, Mital Patel, DDS. They value customer comfort and will go to great lengths to ensure that are relaxed and stress-free while visiting the office.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,84731,False,False
Inspired by USA,2021-01-01,https://inspiredbyusa.com/,"Miami Lakes, Florida, United States","Commerce and Shopping, Professional Services","Business Development, E-Commerce, Management Consulting",425740.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,35003,False,False
Loyalty Funding,2020-01-01,https://loyaltyfunding.com,"Irvine, California, United States",Financial Services,"Finance, Financial Services, Lending",2173177.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,75316,False,False
Fluint,2022-01-01,https://www.fluint.io/,"Denver, Colorado, United States","Internet Services, Other, Software","B2B, Internet, Software",26635.0,"90% of B2B buying happens during a buyer's internal meetings — not sales meetings. When champions pitch and teams debate your product's value, without sales reps around. But most champions wing their message, or create their own materials, because they won’t send templates and marketing materials to their boss. That's why Fluint uses your buyer's own words to generate a message your prospects are proud to champion with you. Exec summaries, business cases, emails, MAPs and more, built for every deal in your pipeline.",1-10,1.0,Seed,2023-11-28,1595000.0,Pre-Seed,1595000.0,2.0,1-10,Private,,,,,,0,2022,2630,False,False
LoyalShops,2018-01-01,https://www.loyalshops.com,"Trabuco Canyon, California, United States","Content and Publishing, Hardware, Information Technology, Other, Sales and Marketing, Software","Communication Hardware, Content Delivery Network, Product Management, Sales Automation",1119080.0,LoyalShops provides text & email marketing tools that helps small and home-based businesses with services to grow and deliver sales.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,53840,False,False
Airoma,2022-07-15,https://airoma.tech,"Bloomington, Indiana, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, PaaS, Social Media, Social Network, Software",178616.0,"Airoma is a new social media, that cares about YOU, the user. We make going outside a never-ending fun experience. Find, create, and share 3D content attached to specific locations for others to view, all with your camera and Augmented Reality technology.  Airoma is becoming the next new alternative to the current social media platforms that negatively impact users' mental health. At Airoma, we make users' mental and online health above all else.   For local businesses and organizations struggling to effectively reach younger audiences and those who can not afford large marketing budgets, Airoma’s platform doubles as an advertising platform. With the user’s well-being in mind, advertisements are only shown in the physical area of the business. Businesses can have geospatial ads to attract people already walking nearby.",1-10,1.0,Seed,2022-10-31,20000.0,Pre-Seed,20000.0,1.0,1-10,Private,,,,,,0,2022,20535,False,False
