,company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid
7988,Cloneable,2022-01-01,https://cloneable.ai,"Raleigh, North Carolina, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Developer Platform, Machine Learning",57536.0,Cloneable operates in stealth mode.,1-10,1.0,Seed,2023-05-11,750000.0,Pre-Seed,750000.0,,1-10,Private,,,,,,0,2,2022,7771
8003,Delicious AI,2019-08-26,https://www.deliciousai.com,"Lehi, Utah, United States","Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Food and Beverage, Hardware, Science and Engineering, Software","3D Technology, Artificial Intelligence (AI), Business Intelligence, Computer Vision, Consumer Goods, Grocery, Machine Learning",57639.0,"What you can’t see matters most. Delicious AI’s 3D technology goes beyond 2D facings to show you the sales intelligence you’ve been missing. Our patent-pending 3D technology identifies product facings on display AND what is behind the facing. Providing sales data at the display level, tracking which products are selling and which are not. Delicious AI uses cutting-edge computer vision, 3D point clouds and sophisticated machine learning models to capture better data and deliver better intelligence in milliseconds. The Delicious AI platform observes displays across multiple outlets creating a networked intelligence that is always learning and improving our AI-powered Recommendation Engine. The Delicious AI Recommendation Engine optimizes the product mix on display by replacing slow-moving products with higher-selling products identified from displays in similar stores. Delicious AI-managed displays deliver a double-digit sales increase over non-managed displays.",11-50,2.0,Seed,2022-04-04,1000000.0,Seed,2200000.0,2.0,11-50,Private,,,0.0,0.0,Computing; Calculating,0,4,2019,7786
8017,"SweepLift, Inc.",2021-01-01,https://www.sweeplift.com,"Brooklyn, New York, United States","Advertising, Artificial Intelligence (AI), Data and Analytics, Design, Sales and Marketing, Software","Advertising, Analytics, Consumer Research, Market Research, Marketing, Predictive Analytics",57729.0,SweepLift offers a proprietary Creative Experiments platform along with white-glove services enabling a turn key creative insights solution. Our platform allows marketers to collect and analyze audience behavioral data and transform these insights into creative intelligence.,11-50,3.0,Seed,2022-11-01,2250000.0,Pre-Seed,2750000.0,1.0,11-50,Private,,,,,,0,3,2021,7800
8070,Poliark,2021-01-01,https://www.poliark.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Construction",57969.0,"It is developing AI to create a more sustainable, efficient, and ecologically friendly future by completely altering building and city planning, design, construction, and operation processes.",1-10,1.0,Seed,2023-09-08,500000.0,Pre-Seed,500000.0,,1-10,Private,,,,,,0,3,2021,7850
8080,Celera,2018-12-26,https://www.celeratechnologies.com,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Semiconductor, Software",58024.0,Simply put we are developing and deploying an automated AI software-based platform that delivers custom integrated circuit designs 100X faster than legacy teams and flows.  Our focus is on analog/mixed-signal applications which have been historically resistant to automation.  We have achieved the 'impossible'.,11-50,1.0,Seed,2019-09-19,3000000.0,Seed,3000000.0,1.0,11-50,Private,,,6.0,0.0,,0,5,2018,7860
8094,HATCH,2021-02-01,http://www.hatch.ai,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Data Visualization, Information Technology, Machine Learning, Software",58087.0,"HATCH is the first of its kind Giving Intelligence Platform. An AI-powered portal for Fundraisers, Marketers and Volunteers to streamline and Maximize their impact. A new home for a new world of giving! HATCH unifies expanded-data to create the complete human profile and applies proprietary algorithms to recommend the most timely, personalized and effective methods of outreach. For the first time, you’ll know what makes your donors, customers, and employees tick, click and give.",1-10,2.0,Seed,2022-07-07,1150000.0,Pre-Seed,1500000.0,1.0,1-10,Private,,,0.0,1.0,,0,3,2021,7873
8132,Cognizer,2018-11-01,https://www.cognizer.ai,"Livermore, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software, Software Engineering",58327.0,"Cognizer is a software company that specializes in deep-learning powered Natural Language Intelligence. It is named as the world's first ""Corporate Brain"". It uses advanced deep-learning Natural Language Intelligence AI to will forever change how business knowledge is captured, retained and disseminated throughout the Augmented Enterprise. It was founded in 2018 and is headquartered in Livermore, California with a development center in Bangalore, India.",11-50,2.0,Seed,2020-02-01,0.0,Seed,3100000.0,4.0,11-50,Private,,,5.0,2.0,,1,5,2018,7908
8139,Oceans,2018-04-05,https://oceans.ventures/,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Lending and Investments, Software","Big Data, Financial Services, Information Technology, Natural Language Processing, Software, Venture Capital",58357.0,"Oceans is a venture capital firm focusing on giving startups the hands-on support they need to succeed. They are a team that builds teams, a culture that shapes cultures, and a group of mentors who unlock skills and talent to build a future of technology. They help founders build the foundations that unlock the power of people. Oceans was founded in 2018 and is headquartered in New York, USA.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2018,7915
8142,Roosted,2019-08-01,https://roostedhr.com,"Beaverton, Oregon, United States","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Human Resources, Internet, Machine Learning, SaaS, Scheduling, Software",58374.0,"Our goal is to improve the worklife of people who work in the gig-economy. Those in deskless jobs have different needs with their HR software, and that's what Roosted does. We use AI in clever ways to help automate scheduling, communication, and more to build the most intuitive HRIS specifically for the gig-economy.",11-50,1.0,Seed,2022-06-15,500000.0,Seed,500000.0,2.0,11-50,Private,,,,,,0,4,2019,7918
8161,Growthsayer,2019-03-10,https://www.growthsayer.com,"San Diego, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Resource Planning (ERP), SaaS",58514.0,"Growthsayer offers AI-based inventory management software for cannabis dispensaries. They provide dispensary management software. Their features include automatic reorders, efficient production, AI-powered alerts, identifying trends, and more.",1-10,2.0,Seed,2024-03-05,0.0,Seed,800000.0,1.0,1-10,Private,,,,,,1,5,2019,7937
8163,AGEYE,2018-05-01,https://www.ageyetech.com,"Raleigh, North Carolina, United States","Agriculture and Farming, Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software","Agriculture, AgTech, Artificial Intelligence (AI), Data Collection and Labeling, Horticulture, Life Science",58534.0,"AgEye transforms commercial indoor grow operations from clipboards and best guesses into a highly efficient and controlled manufacturing process by enabling remote management, precise and optimum resource utilization, accurate yield predictions, and autonomous, timely actions that ensure consistent harvests and minimal losses. Our patented 'Plant Scientist in a Box’ technology uses computer vision and machine learning to determine if a plant is reaching its development milestones as expected, as well as provides real-time detection of potential problems like plant stress, pathogens, or pest before they are visible to the naked eye. They help farmers to grow more and worry less.",11-50,2.0,Seed,2022-10-04,500000.0,Seed,500000.0,2.0,11-50,Private,,,3.0,4.0,Computing; Calculating,0,5,2018,7939
8164,Kleeen Software,2018-06-06,https://kleeen.software,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Developer Platform, Developer Tools, Human Computer Interaction, Information Technology, Product Design, Software, UX Design, Web Development",58539.0,"Kleen's objective is to enable product innovation by enabling anybody to bring attractive and scalable product UI to market without becoming mired down in error-prone day-to-day hand-offs between product, design, and engineering. The company has been dubbed the ""Squarespace of Enterprise Product UI,"" highlighting our desire to change both the speed and quality of the UI development process. With Kleeen Software, anyone can create an amazing and easily deployable UI to showcase their core value proposition.",1-10,4.0,Seed,2021-02-10,3750000.0,Seed,5300000.0,3.0,1-10,Private,,,4.0,0.0,Computing; Calculating,0,5,2018,7940
8181,Ware,2019-01-01,http://getware.com,"San Francisco, California, United States","Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Drones, Enterprise Software, Logistics, Machine Learning, Robotics, Software",58650.0,"Ware deploys autonomous, self-flying drones—combined with machine learning—inside warehouses to automate their inventory tracking. Designed to solve some of the $1.9 trillion warehousing industry’s most pressing issues, Ware’s product helps their customers operate more efficiently. A partner of Skydio and funded by Bloomberg Beta, Ware works with the world’s largest 3PL’s and global brands to improve their accuracy, workflows, and save money.",11-50,2.0,Seed,2020-08-12,2500000.0,Seed,2500000.0,2.0,11-50,Private,,,,,,0,5,2019,7957
8184,Nucleus,2022-01-01,https://www.usenucleus.io,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), SaaS, Software",58677.0,"Nucleus' intelligent flows provide the accurate data required to make a verification decision without involving the customer. They detect errors such as incorrect business names and EIN mismatches in real time, allowing customers to onboard more quickly. It reduces the internal ops load needed for KYB. They involves in a business like business identity verification and onboarding service.",1-10,2.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,,1-10,Private,,,,,,0,2,2022,7960
